2018-07-06,18:11:21,1.79769e+308,0,142600,1.79769e+308,0,0,33240
2018-07-06,18:11:21,1.79769e+308,0,142600,1.79769e+308,0,0,33240
2018-07-06,19:51:00,1.79769e+308,0,142600,1.79769e+308,0,0,33240
2018-07-06,20:59:00,142800,1,142930,142940,1,10,33242
2018-07-06,21:00:00,142820,8,142800,142930,4,12,33242
2018-07-06,21:00:01,142820,6,142820,142920,1,46,33248
2018-07-06,21:00:01,142820,5,142820,142910,1,60,33248
2018-07-06,21:00:02,142940,45,142940,142950,3,88,33246
2018-07-06,21:00:02,142940,41,142940,142970,2,110,33250
2018-07-06,21:00:03,142990,1,142940,143000,4,116,33250
2018-07-06,21:00:03,142950,1,142990,143140,1,136,33256
2018-07-06,21:00:04,142940,47,142950,142990,2,146,33262
2018-07-06,21:00:05,143000,1,143000,143140,1,164,33260
2018-07-06,21:00:06,142990,1,143010,143000,4,180,33256
2018-07-06,21:00:06,142980,40,143000,143140,1,198,33262
2018-07-06,21:00:07,143060,1,143000,143130,3,198,33262
2018-07-06,21:00:07,143070,1,143000,143120,2,200,33262
2018-07-06,21:00:08,142980,40,143070,143110,2,210,33264
2018-07-06,21:00:08,143080,1,143080,143090,25,212,33262
2018-07-06,21:00:09,142980,40,143040,143070,2,222,33266
2018-07-06,21:00:09,142990,2,143070,143060,3,228,33260
2018-07-06,21:00:10,142980,40,142990,142990,2,236,33264
2018-07-06,21:00:10,143000,4,142990,143040,1,246,33266
2018-07-06,21:00:11,143010,1,143060,143090,2,260,33258
2018-07-06,21:00:12,143090,4,143090,143130,2,268,33250
2018-07-06,21:00:13,143070,2,143070,143100,4,286,33252
2018-07-06,21:00:13,143060,31,143070,143100,4,290,33254
2018-07-06,21:00:14,143070,1,143090,143100,4,306,33246
2018-07-06,21:00:14,143080,1,143100,143120,2,314,33250
2018-07-06,21:00:15,143090,1,143100,143120,1,314,33250
2018-07-06,21:00:16,143090,1,143100,143120,1,314,33250
2018-07-06,21:00:16,143090,1,143100,143120,5,314,33250
2018-07-06,21:00:17,143060,30,143090,143120,5,316,33250
2018-07-06,21:00:17,143060,30,143090,143090,2,316,33250
2018-07-06,21:00:18,143060,30,143090,143090,2,316,33250
2018-07-06,21:00:18,143060,27,143060,143090,2,322,33250
2018-07-06,21:00:19,143100,2,143090,143110,1,332,33246
2018-07-06,21:00:19,143060,24,143100,143100,2,340,33238
2018-07-06,21:00:20,143060,23,143060,143100,2,342,33236
2018-07-06,21:00:20,143060,22,143060,143100,2,344,33234
2018-07-06,21:00:21,143060,21,143060,143100,2,346,33232
2018-07-06,21:00:21,143060,17,143060,143100,2,354,33230
2018-07-06,21:00:22,143060,16,143060,143100,2,356,33230
2018-07-06,21:00:22,143060,16,143100,143100,2,362,33226
2018-07-06,21:00:23,143060,16,143100,143090,1,362,33226
2018-07-06,21:00:24,143060,16,143100,143090,1,362,33226
2018-07-06,21:00:24,143060,16,143100,143090,1,362,33226
2018-07-06,21:00:25,143060,16,143100,143090,1,362,33226
2018-07-06,21:00:25,143060,16,143100,143090,1,362,33226
2018-07-06,21:00:26,143060,16,143100,143090,1,362,33226
2018-07-06,21:00:26,143060,16,143100,143090,1,374,33220
2018-07-06,21:00:27,143060,16,143090,143120,5,376,33218
2018-07-06,21:00:27,143070,1,143090,143100,1,376,33218
2018-07-06,21:00:28,143090,1,143090,143100,1,376,33218
2018-07-06,21:00:28,143060,16,143090,143090,1,380,33220
2018-07-06,21:00:29,143090,2,143090,143120,5,382,33218
2018-07-06,21:00:30,143090,2,143090,143120,5,382,33218
2018-07-06,21:00:31,143090,1,143090,143120,5,384,33216
2018-07-06,21:00:31,143080,3,143090,143090,7,386,33216
2018-07-06,21:00:32,143080,3,143090,143090,6,388,33218
2018-07-06,21:00:32,143090,6,143090,143120,5,400,33228
2018-07-06,21:00:33,143090,6,143090,143120,5,400,33228
2018-07-06,21:00:33,143090,6,143090,143120,5,400,33228
2018-07-06,21:00:34,143090,4,143090,143120,4,406,33230
2018-07-06,21:00:34,143090,5,143090,143120,4,406,33230
2018-07-06,21:00:35,143090,5,143090,143110,1,406,33230
2018-07-06,21:00:35,143090,5,143090,143110,1,406,33230
2018-07-06,21:00:36,143090,5,143090,143110,1,406,33230
2018-07-06,21:00:37,143090,5,143090,143100,5,406,33230
2018-07-06,21:00:37,143090,4,143090,143100,5,408,33232
2018-07-06,21:00:38,143060,16,143100,143100,3,420,33226
